Timestamp,Shortwave.Irradiance..4.25m.,Shortwave.Reflectance..4.25m.,Longwave.Downward.Radiation..4.25m.,Longwave.Upward.Radiation..4.25m.
2017-07-17 22:30:00,0,2.66,308.42,369.29
2017-07-17 23:00:00,0,2.66,309.39,366.72
2017-07-17 23:30:00,0,2.14,318.18,365.03
2017-07-18 00:00:00,0,2.04,324.51,363.97
2017-07-18 00:30:00,0,2.39,330.23,363.64
2017-07-18 01:00:00,0,1.99,335.47,364.08
2017-07-18 01:30:00,0,1.91,336.01,361.55
2017-07-18 02:00:00,0,1.59,336.22,359.58
2017-07-18 02:30:00,0.17,2.69,337,358.59
2017-07-18 03:00:00,0.12,2.38,338.92,358.34
2017-07-18 03:30:00,0,1.85,339.09,356.97
2017-07-18 04:00:00,0.09,2.44,340.45,356.71
2017-07-18 04:30:00,1.2,2.55,341.85,357.11
2017-07-18 05:00:00,12.07,4.69,338.84,354.57
2017-07-18 05:30:00,40.96,15.81,341.99,359.35
2017-07-18 06:00:00,107.42,28.72,352.23,373.06
2017-07-18 06:30:00,179.77,34.87,357.78,385.67
2017-07-18 07:00:00,286.77,46.84,328.18,395.47
2017-07-18 07:30:00,373.39,56.36,314.55,405.88
2017-07-18 08:00:00,455.74,63.87,318.6,417.35
2017-07-18 08:30:00,538.07,72.43,321.55,426.8
2017-07-18 09:00:00,611.62,79.01,324.53,436.53
2017-07-18 09:30:00,678.73,84.79,327.38,445.52
2017-07-18 10:00:00,736.87,88.17,331.13,456.06
2017-07-18 10:30:00,789.61,92.56,334.13,463.29
2017-07-18 11:00:00,832.03,96.76,337.91,471.08
2017-07-18 11:30:00,859.91,98.77,340.73,476.9
2017-07-18 12:00:00,876.46,99.75,344.3,484.15
2017-07-18 12:30:00,883.6,98.78,349.59,488.81
2017-07-18 13:00:00,878.71,97.31,352.54,490.7
2017-07-18 13:30:00,858.77,95.9,355.17,492.06
2017-07-18 14:00:00,830.45,94.41,352.91,488.46
2017-07-18 14:30:00,790.1,91.11,352.59,488.65
2017-07-18 15:00:00,743.12,87.79,351.1,488.7
2017-07-18 15:30:00,685.38,83.9,348.87,485.63
2017-07-18 16:00:00,614.39,79.39,350.63,482.84
2017-07-18 16:30:00,540.21,77.2,347.24,473.1
2017-07-18 17:00:00,461.99,74.25,343.55,464.59
2017-07-18 17:30:00,380.2,65.73,343.07,457.5
2017-07-18 18:00:00,289.06,54.31,349.79,453.03
2017-07-18 18:30:00,201.47,44.91,347.35,444.52
2017-07-18 19:00:00,120.7,35.98,344.46,434.88
2017-07-18 19:30:00,60.57,23.4,337.97,422.89
2017-07-18 20:00:00,18.19,9.09,332.45,410.56
2017-07-18 20:30:00,0.22,1.54,331.09,399.23
2017-07-18 21:00:00,0,1.85,329.49,390.58
2017-07-18 21:30:00,0,2.64,328.92,386.26
2017-07-18 22:00:00,0,2.42,328.24,381.87
2017-07-18 22:30:00,0,2.27,330.8,378.72
2017-07-18 23:00:00,0,2.51,327.68,375.66
2017-07-18 23:30:00,0,2.72,324.12,372.74
2017-07-19 00:00:00,0,2.45,321.52,371.64
2017-07-19 00:30:00,0,3.2,317.63,368.76
2017-07-19 01:00:00,0.17,3.54,318.3,367.99
2017-07-19 01:30:00,0,1.98,313.67,365.3
2017-07-19 02:00:00,0.03,2.77,311.25,362.63
2017-07-19 02:30:00,0.01,2.51,310.44,361.31
2017-07-19 03:00:00,0.1,2.78,308.95,361.27
2017-07-19 03:30:00,0,2.21,306.89,359.77
2017-07-19 04:00:00,0,1.96,304.75,358.58
2017-07-19 04:30:00,0.6,2.22,303.8,359.26
2017-07-19 05:00:00,14.87,6.2,303.18,363.11
2017-07-19 05:30:00,65.39,20.33,303.72,370.09
2017-07-19 06:00:00,129.57,31.57,304.34,376.75
2017-07-19 06:30:00,209.51,41.2,306.86,384.85
2017-07-19 07:00:00,295.66,50.07,309.65,393.71
2017-07-19 07:30:00,380.88,58.44,313.27,403.22
2017-07-19 08:00:00,464.68,66.88,316.54,412.78
2017-07-19 08:30:00,544.11,74.64,319.67,422.02
2017-07-19 09:00:00,623.66,81.86,324.38,433.72
2017-07-19 09:30:00,687.79,87.62,327.53,442.11
2017-07-19 10:00:00,744.11,91.3,330.77,449.64
2017-07-19 10:30:00,796.39,96.78,332.26,452.9
2017-07-19 11:00:00,841.62,101.75,331.77,455.95
2017-07-19 11:30:00,872.99,104.71,333.47,459.33
2017-07-19 12:00:00,892.74,106.41,333.42,460.62
2017-07-19 12:30:00,887.41,105.45,337.83,464.08
2017-07-19 13:00:00,889.96,105.38,341.07,467.49
2017-07-19 13:30:00,880.25,103.42,342.25,472.46
2017-07-19 14:00:00,841.27,101.15,347.31,471.78
2017-07-19 14:30:00,742.72,91.24,354.81,467.22
2017-07-19 15:00:00,616.3,78.41,359.86,458.71
2017-07-19 15:30:00,486.06,65.09,353.81,448.42
2017-07-19 16:00:00,318.37,43.07,358.04,437.2
2017-07-19 16:30:00,300.49,41.47,367.67,434.21
2017-07-19 17:00:00,190.75,26.46,367.39,428.28
2017-07-19 17:30:00,178.95,24.81,366.97,426.16
2017-07-19 18:00:00,159.22,23.36,370.13,425.06
2017-07-19 18:30:00,112.34,17.36,369.76,421.52
2017-07-19 19:00:00,92.83,17.87,355.36,416.92
2017-07-19 19:30:00,31.11,6.39,343.97,405.46
2017-07-19 20:00:00,11.11,2.32,374.84,405.09
2017-07-19 20:30:00,0.34,1.02,373.63,401.73
2017-07-19 21:00:00,0,1.09,372.04,398.94
2017-07-19 21:30:00,0.01,1.06,381.75,400.02
2017-07-19 22:00:00,0,0.89,373.71,398.2
2017-07-19 22:30:00,0,1.21,360.73,394.25
2017-07-19 23:00:00,0,1.01,372.6,395.37
2017-07-19 23:30:00,0,0.95,376.43,395.25
2017-07-20 00:00:00,0,0.61,377.59,394.48
2017-07-20 00:30:00,0.02,0.86,378,394.44
2017-07-20 01:00:00,0,0.86,369.61,392.54
2017-07-20 01:30:00,0,0.71,371.39,391.7
2017-07-20 02:00:00,0,0.95,359.75,389.43
2017-07-20 02:30:00,0.01,0.91,370.57,390.53
2017-07-20 03:00:00,0.01,0.99,363.45,391.08
2017-07-20 03:30:00,0,1.09,339.8,388.97
2017-07-20 04:00:00,0,0.98,350.23,387.58
2017-07-20 04:30:00,0.3,1.09,358.48,388.71
2017-07-20 05:00:00,3.97,1.36,372.09,390.74
2017-07-20 05:30:00,10.33,2.1,385.58,393.96
2017-07-20 06:00:00,27.67,4.42,383.15,395.31
2017-07-20 06:30:00,62.01,8.67,373.45,395.56
2017-07-20 07:00:00,87.97,14.02,389.65,396.67
2017-07-20 07:30:00,109.65,15.75,378.13,400.11
2017-07-20 08:00:00,103.97,13.27,380.07,401.4
2017-07-20 08:30:00,151.68,20.03,379.69,404.88
2017-07-20 09:00:00,296.6,40.21,366.25,412.2
2017-07-20 09:30:00,465.89,62.63,372.46,423.4
2017-07-20 10:00:00,422.94,55.59,364.86,422.64
2017-07-20 10:30:00,543.31,70.17,362.99,429.06
2017-07-20 11:00:00,731.22,90.06,345.03,442.55
2017-07-20 11:30:00,907.19,111.45,343.22,454.21
2017-07-20 12:00:00,649.55,81.54,373.1,448.49
2017-07-20 12:30:00,755.01,96.03,366.58,451.45
2017-07-20 13:00:00,790.89,99.67,361.63,454.78
2017-07-20 13:30:00,535.43,68.81,365.02,442.29
2017-07-20 14:00:00,456.81,61.29,385.76,439.49
2017-07-20 14:30:00,390.14,52.41,389.2,435.54
2017-07-20 15:00:00,555.82,74.63,388.92,443.61
2017-07-20 15:30:00,614.61,82.44,374.42,449.03
2017-07-20 16:00:00,326.61,45.07,383.59,435.53
2017-07-20 16:30:00,400.85,56.82,380.91,440.78
2017-07-20 17:00:00,229.68,33.38,383.13,430.35
2017-07-20 17:30:00,333.6,52.73,372.23,434.96
2017-07-20 18:00:00,358.13,65.63,368.39,437.2
2017-07-20 18:30:00,116.41,17.15,380.6,422.83
2017-07-20 19:00:00,60.2,8.84,383.18,417.34
2017-07-20 19:30:00,38.46,9.62,378.5,413.07
2017-07-20 20:00:00,18.1,6.23,367.58,407.98
2017-07-20 20:30:00,0.87,0.92,355.67,400.21
2017-07-20 21:00:00,0,1.55,328.32,391.06
2017-07-20 21:30:00,0,1.97,327.17,384.69
2017-07-20 22:00:00,0,2.23,326.2,382.17
2017-07-20 22:30:00,0,2.17,320.78,376.02
2017-07-20 23:00:00,0,2.12,318.23,372.2
2017-07-20 23:30:00,0.01,2.21,318.07,370.19
2017-07-21 00:00:00,0,2.54,317.33,368.48
2017-07-21 00:30:00,0,1.82,318.39,366.07
2017-07-21 01:00:00,0.02,2.23,325.85,364.5
2017-07-21 01:30:00,0.03,1.88,344.65,367.61
2017-07-21 02:00:00,0,1.05,345.26,367.83
2017-07-21 02:30:00,0.01,1.98,342.76,366.47
2017-07-21 03:00:00,0,1.22,347.3,368.43
2017-07-21 03:30:00,0,0.94,348.74,368.65
2017-07-21 04:00:00,0.01,1.2,350.58,368.11
2017-07-21 04:30:00,0.74,1.74,355.69,371.78
2017-07-21 05:00:00,12.01,5.4,353.65,374.72
2017-07-21 05:30:00,34.33,7.31,340.82,377.62
2017-07-21 06:00:00,51.05,9.18,328.47,379.58
2017-07-21 06:30:00,160.64,26.77,342.6,390.57
2017-07-21 07:00:00,195.37,27.69,361.06,399.6
2017-07-21 07:30:00,250.65,33.96,363.93,407.76
2017-07-21 08:00:00,284.07,37.93,369.73,413.44
2017-07-21 08:30:00,237.97,29.84,375.18,415.53
2017-07-21 09:00:00,303.76,38.64,368.93,421.21
2017-07-21 09:30:00,458.52,57.77,371.69,434.52
2017-07-21 10:00:00,431.37,53.57,366.45,434.19
2017-07-21 10:30:00,282.09,34.02,378.71,429.09
2017-07-21 11:00:00,299.87,38.93,380.9,425.4
2017-07-21 11:30:00,488.73,60.74,380.84,439.67
2017-07-21 12:00:00,398.99,46.41,386.24,443.38
2017-07-21 12:30:00,313.88,40.09,386.47,430.5
2017-07-21 13:00:00,263.36,31.45,386.27,429.85
2017-07-21 13:30:00,262.74,31.85,387.85,428.54
2017-07-21 14:00:00,266.43,32.22,387.31,429.41
2017-07-21 14:30:00,317.66,41.78,398.54,430.23
2017-07-21 15:00:00,210.44,24.11,389.28,429.4
2017-07-21 15:30:00,250.16,30.52,392.38,431.76
2017-07-21 16:00:00,235.83,28.27,392,432.43
2017-07-21 16:30:00,199.38,24.95,392.78,428.58
2017-07-21 17:00:00,134.49,16.35,389.44,422.51
2017-07-21 17:30:00,179.5,22.75,389.95,426.46
2017-07-21 18:00:00,71.87,7.98,390.19,419.5
2017-07-21 18:30:00,59.31,7.23,388.91,415.73
2017-07-21 19:00:00,34.11,4.23,388.47,411.45
2017-07-21 19:30:00,14.43,1.99,389.19,408.24
2017-07-21 20:00:00,4.62,0.84,389.6,405.67
2017-07-21 20:30:00,0.11,0.42,388.92,403.35
2017-07-21 21:00:00,0,0.47,388.61,401.78
2017-07-21 21:30:00,0,0.7,387.32,400.52
2017-07-21 22:00:00,0,0.98,380.76,398.45
2017-07-21 22:30:00,0.02,1.06,386.07,397.99
2017-07-21 23:00:00,0.01,2.09,389.95,397.56
2017-07-21 23:30:00,0,1.91,391,397.6
2017-07-22 00:00:00,0,1.88,392.05,397.9
2017-07-22 00:30:00,0,2.46,394.09,398.08
2017-07-22 01:00:00,0,1.64,395.77,398.74
2017-07-22 01:30:00,0,2.2,394.74,397.6
2017-07-22 02:00:00,0,1.63,394.03,396.95
2017-07-22 02:30:00,0,1.23,392.55,395.54
2017-07-22 03:00:00,0,0.68,390.52,393.69
2017-07-22 03:30:00,0,0.72,389.87,393.45
2017-07-22 04:00:00,0.01,1.03,390.69,393.47
2017-07-22 04:30:00,0.36,1.19,390.29,393.19
2017-07-22 05:00:00,2.47,1.55,389.06,392.9
2017-07-22 05:30:00,9.29,2.51,386.93,393.4
2017-07-22 06:00:00,18.68,3.46,385.04,394.04
2017-07-22 06:30:00,39.22,5.29,385.46,395
2017-07-22 07:00:00,44.32,5.38,385.84,396.31
2017-07-22 07:30:00,34.29,4.4,385.86,396.1
2017-07-22 08:00:00,67.28,8.01,384.14,399.06
2017-07-22 08:30:00,141.22,16.32,385.06,404.87
2017-07-22 09:00:00,77.3,8.27,387.01,404.18
2017-07-22 09:30:00,92.85,9.99,388.5,405.38
2017-07-22 10:00:00,217.75,27.78,401.84,411.21
2017-07-22 10:30:00,243.33,31.31,394.08,413.96
2017-07-22 11:00:00,277.14,34.97,395.66,419.26
2017-07-22 11:30:00,295.9,34.56,397.84,426.43
2017-07-22 12:00:00,318.68,37.92,403.64,430.26
2017-07-22 12:30:00,369.46,42.77,401.56,435.24
2017-07-22 13:00:00,324.83,35.58,401.25,437
2017-07-22 13:30:00,299.53,34.36,401.02,434.14
2017-07-22 14:00:00,355.66,41.82,401.88,436.82
2017-07-22 14:30:00,264.61,30.46,402.06,432.86
2017-07-22 15:00:00,223.96,26.12,402.23,431.1
2017-07-22 15:30:00,231.94,27.76,403.81,432.64
2017-07-22 16:00:00,261,31.21,405.8,435.86
2017-07-22 16:30:00,176.96,21.91,406.23,431.02
2017-07-22 17:00:00,236.73,29.72,407.21,436.04
2017-07-22 17:30:00,175.51,21.19,406.15,434.3
2017-07-22 18:00:00,142.98,19.19,405.02,432.1
2017-07-22 18:30:00,111.18,13.9,394.9,430.61
2017-07-22 19:00:00,71.63,10.45,373.66,424.2
2017-07-22 19:30:00,35.37,6.74,363.61,416.54
2017-07-22 20:00:00,8.64,1.54,386.1,412.84
2017-07-22 20:30:00,0.59,0.91,392.45,410.84
2017-07-22 21:00:00,0,0.46,393.72,409.27
2017-07-22 21:30:00,0,0.69,382.57,406.05
2017-07-22 22:00:00,0,1.1,356.96,398.32
2017-07-22 22:30:00,0,1.39,350.51,391.86
2017-07-22 23:00:00,0,1.38,355.94,392.7
2017-07-22 23:30:00,0,1.12,371.65,394.97
2017-07-23 00:00:00,0,1.41,344.29,388.49
2017-07-23 00:30:00,0.01,0.98,365.96,387.06
2017-07-23 01:00:00,0.13,0.57,392.1,394.23
2017-07-23 01:30:00,0.8,1.11,395.43,397.56
2017-07-23 02:00:00,0.3,0.61,392.46,398.48
2017-07-23 02:30:00,0,0.57,375.82,395.06
2017-07-23 03:00:00,0,1.08,364.25,391.12
2017-07-23 03:30:00,0,0.89,345.63,385.48
2017-07-23 04:00:00,0.01,1.08,341.08,379.95
2017-07-23 04:30:00,0.58,1.12,357.5,382.56
2017-07-23 05:00:00,10.64,2.6,371.91,385.72
2017-07-23 05:30:00,34.92,5.99,380.13,392.82
2017-07-23 06:00:00,61.8,9.66,380.56,401.69
2017-07-23 06:30:00,182.08,30.82,378.06,408.29
2017-07-23 07:00:00,107.77,13.79,398.34,409.49
2017-07-23 07:30:00,123.65,15.35,398.35,410.23
2017-07-23 08:00:00,274.18,36.32,384.9,416.49
2017-07-23 08:30:00,351.26,47.17,371.57,419.69
2017-07-23 09:00:00,491.62,64.92,367.1,427.23
2017-07-23 09:30:00,503.99,64.61,373.73,430.77
2017-07-23 10:00:00,611.32,76.24,355.17,436.23
2017-07-23 10:30:00,620.36,75.38,358.88,442.41
2017-07-23 11:00:00,791.08,93.7,353.24,453.84
2017-07-23 11:30:00,884.66,102.84,348.13,463.49
2017-07-23 12:00:00,727.37,83.29,353.26,458.19
2017-07-23 12:30:00,863.54,98.12,345.36,463.32
2017-07-23 13:00:00,879.21,98.85,347.19,470.26
2017-07-23 13:30:00,862.96,97.71,346.13,467.98
2017-07-23 14:00:00,837.21,97.02,343.24,461.45
2017-07-23 14:30:00,798.7,94.26,343.73,464.38
2017-07-23 15:00:00,748.68,90.81,343.74,464.61
2017-07-23 15:30:00,687.6,87.3,341.97,460.45
2017-07-23 16:00:00,619.14,84,340.67,457.16
2017-07-23 16:30:00,541.58,81.13,338.26,449.79
2017-07-23 17:00:00,457.36,76.52,335.96,442.18
2017-07-23 17:30:00,372.89,67.77,332.84,434.75
2017-07-23 18:00:00,287.24,57.79,331.47,431.66
2017-07-23 18:30:00,200.88,49.08,328.14,423.62
2017-07-23 19:00:00,119.3,38.35,327.18,417.11
2017-07-23 19:30:00,56.75,25.15,325.99,409.6
2017-07-23 20:00:00,15.8,9.27,325.22,402.39
2017-07-23 20:30:00,0.22,1.92,323.86,394.13
2017-07-23 21:00:00,0,1.93,322.49,385.87
2017-07-23 21:30:00,0,2.3,321.71,381.76
2017-07-23 22:00:00,0,3.04,322.74,380.77
2017-07-23 22:30:00,0,1.23,319.63,376.55
2017-07-23 23:00:00,0,2.12,319.19,374.36
2017-07-23 23:30:00,0.07,3.44,319.45,373.76
2017-07-24 00:00:00,0,1.56,315.73,372.71
2017-07-24 00:30:00,0,2.39,317.27,371.84
2017-07-24 01:00:00,0,2.98,318.71,372.4
2017-07-24 01:30:00,0,2.76,321.87,369.48
2017-07-24 02:00:00,0.05,3.35,322.28,368.41
2017-07-24 02:30:00,0,1.92,323.03,367.18
2017-07-24 03:00:00,0,1.42,324.25,364.81
2017-07-24 03:30:00,0.05,1.94,336.55,369.4
2017-07-24 04:00:00,0,2.35,337.35,368.63
2017-07-24 04:30:00,0,2.99,323.5,370.5
2017-07-24 05:00:00,9.9,5.14,319.29,371.56
2017-07-24 05:30:00,49.17,16.21,319.55,381.16
2017-07-24 06:00:00,112.47,26.96,321.43,387.9
2017-07-24 06:30:00,192.9,36.81,323.32,394.7
2017-07-24 07:00:00,276.87,45.33,325.45,402.86
2017-07-24 07:30:00,363.01,54.26,326.17,409.52
2017-07-24 08:00:00,438.09,60.88,329.22,419.14
2017-07-24 08:30:00,514.07,67.62,334.91,429.28
2017-07-24 09:00:00,584.49,74.74,335.8,436.75
2017-07-24 09:30:00,673.98,83.12,337.49,445.42
2017-07-24 10:00:00,729.17,87.33,339.56,452.41
2017-07-24 10:30:00,796.02,94.34,342.91,459.35
2017-07-24 11:00:00,750.06,90.18,356.12,460.42
2017-07-24 11:30:00,912.94,108.67,351.34,469
2017-07-24 12:00:00,888.59,106.19,363.06,471.38
2017-07-24 12:30:00,901.72,104.59,352.6,472.37
2017-07-24 13:00:00,830.63,96.97,360.25,471.25
2017-07-24 13:30:00,799.16,94.03,359.87,469.65
2017-07-24 14:00:00,616.03,73.69,356.48,463.85
2017-07-24 14:30:00,600.63,73.78,354.21,457.87
2017-07-24 15:00:00,739.69,90.06,352.67,469.99
2017-07-24 15:30:00,674.55,85.02,351.27,467.15
2017-07-24 16:00:00,449.04,59.43,349.74,452.59
2017-07-24 16:30:00,467.44,69.47,351.15,450.26
2017-07-24 17:00:00,448.2,73.62,347.01,450.33
2017-07-24 17:30:00,360.01,64.15,345.25,442.83
2017-07-24 18:00:00,272.96,53.84,345.18,440.03
2017-07-24 18:30:00,188.8,45.45,342.6,431.4
2017-07-24 19:00:00,111.6,35.87,341.18,423.11
2017-07-24 19:30:00,53.01,23.19,339.97,415.85
2017-07-24 20:00:00,14.45,8.15,338.65,409.73
2017-07-24 20:30:00,0.24,1.86,336.8,406.43
2017-07-24 21:00:00,0,1.76,335.8,403.47
2017-07-24 21:30:00,0,1.77,335.04,401.71
2017-07-24 22:00:00,0,1.7,335.45,402.67
2017-07-24 22:30:00,0,1.47,334.56,399.91
2017-07-24 23:00:00,0,1.58,331.95,393.76
2017-07-24 23:30:00,0,0.77,328.37,383.18
2017-07-25 00:00:00,0,0.9,325.5,376.68
2017-07-25 00:30:00,0.14,2.52,326.09,374.61
2017-07-25 01:00:00,0.03,2.37,325.4,373.82
2017-07-25 01:30:00,0,2.09,327,371.41
2017-07-25 02:00:00,0.04,2.41,334.33,371.7
2017-07-25 02:30:00,0.04,3.31,330.78,372.84
2017-07-25 03:00:00,0.06,2.8,329.94,374.31
2017-07-25 03:30:00,0,2.61,327.93,371.8
2017-07-25 04:00:00,0,2.7,326.78,373.46
2017-07-25 04:30:00,0.35,3.09,323.89,375.98
2017-07-25 05:00:00,10.03,4.5,323.11,371.42
2017-07-25 05:30:00,52.79,15.17,322.76,376.4
2017-07-25 06:00:00,109.8,24.46,321.43,386.2
2017-07-25 06:30:00,179.89,32.43,326.33,398.89
2017-07-25 07:00:00,262.71,38.91,331.47,409.3
2017-07-25 07:30:00,351.08,47.56,335.76,419.72
2017-07-25 08:00:00,435.99,57.11,338.42,428.91
2017-07-25 08:30:00,517.69,65.61,341.28,438.17
2017-07-25 09:00:00,592.26,73.82,342.76,445.05
2017-07-25 09:30:00,661.41,80.27,344.71,451.97
2017-07-25 10:00:00,722.33,85.48,347.25,459.74
2017-07-25 10:30:00,774.59,89.61,349.69,467.64
2017-07-25 11:00:00,818.43,94.25,351.56,473.31
2017-07-25 11:30:00,848.54,96.29,354.02,480.2
2017-07-25 12:00:00,867.66,98.08,355.59,484.37
2017-07-25 12:30:00,873.6,97.39,357.47,489.6
2017-07-25 13:00:00,868.39,96.16,359.14,492.72
2017-07-25 13:30:00,851.14,93.75,360.43,495.15
2017-07-25 14:00:00,825.6,92.09,359,494.51
2017-07-25 14:30:00,783.17,89.45,358.9,491.75
2017-07-25 15:00:00,734.18,86.71,358.55,488.1
2017-07-25 15:30:00,674.67,83.39,358.76,483.25
2017-07-25 16:00:00,604.26,78.98,358.66,479.94
2017-07-25 16:30:00,528.07,76.11,355.14,471.76
2017-07-25 17:00:00,443.87,70.5,351.74,465
2017-07-25 17:30:00,358.06,61.7,350.84,459.04
2017-07-25 18:00:00,272.05,53.09,350.19,452.15
2017-07-25 18:30:00,184.48,43.56,349.93,445.52
2017-07-25 19:00:00,104.29,32.77,349.53,436.89
2017-07-25 19:30:00,46.78,20.19,347.97,425.53
2017-07-25 20:00:00,10.51,5.67,344.93,412.05
2017-07-25 20:30:00,0,0.23,338.99,401.71
2017-07-25 21:00:00,0,1.12,334.86,395.31
2017-07-25 21:30:00,0,1.8,334.49,390.45
2017-07-25 22:00:00,0,2.07,336.02,387.94
2017-07-25 22:30:00,0,2.11,340.16,385.21
2017-07-25 23:00:00,0,1.94,347.37,383.36
2017-07-25 23:30:00,0.02,2.26,352.24,382.01
2017-07-26 00:00:00,0.02,2.04,354.77,380.38
2017-07-26 00:30:00,0,2,356.9,379.35
2017-07-26 01:00:00,0,1.67,357.61,378.53
2017-07-26 01:30:00,0,2.17,356.47,375.6
2017-07-26 02:00:00,0,1.93,356.92,374.65
2017-07-26 02:30:00,0.07,1.4,354.68,371.48
2017-07-26 03:00:00,0.04,2.34,354.66,370.17
2017-07-26 03:30:00,0,1.74,354.76,369.82
2017-07-26 04:00:00,0,2.3,352.9,367.12
2017-07-26 04:30:00,0.35,2.39,353.39,366.63
2017-07-26 05:00:00,8.98,4.01,356.07,369.72
2017-07-26 05:30:00,37.52,18.44,358.05,374.28
2017-07-26 06:00:00,83.97,32.21,359.7,381.8
2017-07-26 06:30:00,175.68,41.97,335.01,388.67
2017-07-26 07:00:00,269.72,46.65,321.42,396.29
2017-07-26 07:30:00,356.03,51.96,324.42,405.08
2017-07-26 08:00:00,444.31,59.47,325.44,413.08
2017-07-26 08:30:00,526.93,67.19,328.11,422.22
2017-07-26 09:00:00,607.77,76.06,329.95,429.34
2017-07-26 09:30:00,660.7,80.67,335.56,438.13
2017-07-26 10:00:00,702.67,85.45,336.28,444.08
2017-07-26 10:30:00,787.73,95.36,338.13,451.68
2017-07-26 11:00:00,824.24,98.52,340.7,458.81
2017-07-26 11:30:00,854.55,100.82,340.7,462.51
2017-07-26 12:00:00,875.82,103.55,341.64,463.52
2017-07-26 12:30:00,891.74,105.07,344.1,467.12
2017-07-26 13:00:00,858.12,101.63,351.87,471.13
2017-07-26 13:30:00,502.82,61.55,361.1,450.03
2017-07-26 14:00:00,404.42,50.34,364.25,442.36
2017-07-26 14:30:00,253.17,32.6,366,430.66
2017-07-26 15:00:00,402.66,51.51,364.53,440.17
2017-07-26 15:30:00,647.77,84.31,360.74,457.44
2017-07-26 16:00:00,601.21,80.42,358.92,463.07
2017-07-26 16:30:00,512.45,71.87,358.67,457.32
2017-07-26 17:00:00,473.81,72.66,360.86,449.32
2017-07-26 17:30:00,265.34,38.93,359.18,436.98
2017-07-26 18:00:00,115.65,15.83,364.5,422.08
2017-07-26 18:30:00,101.92,15.72,362.55,417.41
2017-07-26 19:00:00,127.91,29.02,360.45,419.09
2017-07-26 19:30:00,67.48,20.77,344.69,410.48
2017-07-26 20:00:00,13.58,4.84,341.37,399.56
2017-07-26 20:30:00,0.88,1.69,340.19,393.2
2017-07-26 21:00:00,0,2.19,339.67,388.59
2017-07-26 21:30:00,0,2.61,330.48,383.52
2017-07-26 22:00:00,0,2.03,326.04,380.28
2017-07-26 22:30:00,0,2.13,322.98,382.51
2017-07-26 23:00:00,0,2.01,322.4,379.1
2017-07-26 23:30:00,0,1.93,331.23,379.43
2017-07-27 00:00:00,0,1.93,330.69,376.72
2017-07-27 00:30:00,0,2.22,332.26,374.37
2017-07-27 01:00:00,0,2.05,343.42,375.93
2017-07-27 01:30:00,0,1.85,343.33,376.82
2017-07-27 02:00:00,0,1.6,342.44,376.16
2017-07-27 02:30:00,0,1.41,336.37,375.24
2017-07-27 03:00:00,0,1.79,319.51,373.22
2017-07-27 03:30:00,0,1.8,317.42,368.44
2017-07-27 04:00:00,0,1.83,315.27,366.52
2017-07-27 04:30:00,0.01,1.76,314.4,363.54
2017-07-27 05:00:00,3.81,2.73,318.99,362.56
2017-07-27 05:30:00,31.2,9.16,320.34,368.83
2017-07-27 06:00:00,83.89,19.29,319.34,377.68
2017-07-27 06:30:00,134.45,22.27,345.17,387.09
2017-07-27 07:00:00,109.18,13.65,380.57,391.97
2017-07-27 07:30:00,118.1,15.03,382.2,393.69
2017-07-27 08:00:00,129.06,16.53,383.31,396.75
2017-07-27 08:30:00,234.79,30.92,384.54,405.52
2017-07-27 09:00:00,305.42,40.39,385.66,413.24
2017-07-27 09:30:00,374.01,49.68,386.56,420.42
2017-07-27 10:00:00,452.67,60.64,387.37,426.41
2017-07-27 10:30:00,567.86,76.08,381.26,430.35
2017-07-27 11:00:00,799.31,98.82,337.72,442.17
2017-07-27 11:30:00,860.43,103.69,331.64,450.63
2017-07-27 12:00:00,878.94,104.59,332.71,456.51
2017-07-27 12:30:00,884.89,104.23,332.46,457.97
2017-07-27 13:00:00,878.62,102.72,331.79,458.15
2017-07-27 13:30:00,861.41,100.79,331.41,457.41
2017-07-27 14:00:00,832.75,98.37,331.17,455.35
2017-07-27 14:30:00,792.88,95.39,330.8,452.93
2017-07-27 15:00:00,741.91,91.94,330.8,449.55
2017-07-27 15:30:00,679.98,87.64,329.9,446.8
2017-07-27 16:00:00,610.36,83.6,328.68,442.36
2017-07-27 16:30:00,531.96,79.01,327.13,437.95
2017-07-27 17:00:00,449.1,73.85,324.61,430.8
2017-07-27 17:30:00,362.46,64.66,323.04,425.42
2017-07-27 18:00:00,275.41,55.46,320.93,418.57
2017-07-27 18:30:00,186.8,45.94,319.19,412.38
2017-07-27 19:00:00,108.1,35.63,317.41,405.61
2017-07-27 19:30:00,49.53,21.84,315.87,398.51
2017-07-27 20:00:00,9.29,5.8,313.35,389.79
2017-07-27 20:30:00,0,1.81,311.14,380.04
2017-07-27 21:00:00,0,2.36,310.73,373.36
2017-07-27 21:30:00,0,2.64,309.52,369.16
2017-07-27 22:00:00,0,2.79,311.73,366.11
2017-07-27 22:30:00,0,1.96,313.88,363.66
2017-07-27 23:00:00,0,2.37,323.4,361.62
2017-07-27 23:30:00,0,2.37,332.06,363.58
2017-07-28 00:00:00,0,2.62,330.17,361.76
2017-07-28 00:30:00,0,2.08,329.88,359.65
2017-07-28 01:00:00,0,2.29,331.53,358.63
2017-07-28 01:30:00,0.01,2,333.05,357.96
2017-07-28 02:00:00,0.01,1.87,332.46,356.44
2017-07-28 02:30:00,0,1.67,336.06,358.13
